sleep_hours,stress_level,screen_time,productivity_score,caffeine_intake,iso_anomaly,lof_anomaly,svm_anomaly,anomaly_votes,final_anomaly,anomaly_type
7.7,8.0,10.0,100.0,5.0,0,0,0,0,0,Normal
7.2,10.0,1.7,100.0,5.0,0,1,0,1,0,Normal
7.3,7.0,11.1,90.0,3.0,0,0,0,0,0,Normal
6.7,5.0,8.0,100.0,4.0,0,0,0,0,0,Normal
6.1,7.0,1.9,70.0,4.0,0,0,0,0,0,Normal
7.4,10.0,11.5,80.0,2.0,0,0,0,0,0,Normal
6.9,10.0,4.3,70.0,4.0,0,0,0,0,0,Normal
8.5,6.0,6.5,90.0,1.0,0,0,0,0,0,Normal
4.5,8.0,5.4,80.0,5.0,0,0,0,0,0,Normal
5.1,5.0,5.3,10.0,3.0,0,0,0,0,0,Normal
6.4,3.0,5.2,50.0,3.0,0,0,0,0,0,Normal
7.6,5.0,1.3,100.0,0.0,1,1,0,2,1,Behavioral Anomaly
6.2,3.0,6.4,20.0,4.0,0,0,0,0,0,Normal
7.2,8.0,1.1,100.0,6.0,1,0,1,2,1,Behavioral Anomaly
7.4,6.0,2.1,80.0,4.0,0,0,0,0,0,Normal
4.7,2.0,7.5,20.0,3.0,0,0,0,0,0,Normal
5.2,7.0,11.3,90.0,2.0,0,0,0,0,0,Normal
6.2,4.0,11.4,80.0,2.0,0,0,0,0,0,Normal
4.3,1.0,10.6,90.0,5.0,0,0,1,1,0,Normal
8.2,3.0,5.8,80.0,6.0,0,0,0,0,0,Normal
7.8,5.0,2.2,70.0,6.0,0,0,0,0,0,Normal
4.8,10.0,8.0,10.0,3.0,0,0,0,0,0,Normal
8.6,5.0,11.5,70.0,6.0,0,0,0,0,0,Normal
4.3,4.0,1.5,70.0,5.0,0,1,0,1,0,Normal
7.1,8.0,5.9,50.0,4.0,0,0,0,0,0,Normal
8.5,3.0,8.8,40.0,5.0,0,0,0,0,0,Normal
4.2,8.0,5.6,10.0,4.0,0,0,0,0,0,Normal
6.5,5.0,6.6,30.0,3.0,0,0,0,0,0,Normal
7.6,7.0,5.2,50.0,0.0,0,0,0,0,0,Normal
7.0,3.0,7.3,30.0,3.0,0,0,0,0,0,Normal
6.6,6.0,4.7,100.0,1.0,0,0,0,0,0,Normal
7.3,2.0,11.6,10.0,6.0,1,1,1,3,1,Behavioral Anomaly
4.1,10.0,1.6,30.0,3.0,1,1,0,2,1,Health-Risk
5.8,5.0,6.9,100.0,0.0,0,0,0,0,0,Normal
6.4,3.0,5.4,20.0,2.0,0,0,0,0,0,Normal
4.0,8.0,1.3,100.0,0.0,1,1,1,3,1,Health-Risk
7.6,10.0,9.4,50.0,5.0,0,0,0,0,0,Normal
5.7,8.0,11.3,90.0,2.0,0,0,0,0,0,Normal
8.3,2.0,6.2,100.0,3.0,0,0,0,0,0,Normal
6.7,3.0,2.3,10.0,6.0,0,0,0,0,0,Normal
7.4,8.0,9.2,80.0,4.0,0,0,0,0,0,Normal
6.9,8.0,9.5,100.0,6.0,0,0,0,0,0,Normal
8.4,6.0,3.4,90.0,5.0,0,0,0,0,0,Normal
8.1,8.0,2.9,70.0,3.0,0,0,0,0,0,Normal
6.1,5.0,2.9,40.0,6.0,0,0,0,0,0,Normal
4.9,7.0,6.4,10.0,2.0,0,0,0,0,0,Normal
8.8,8.0,11.0,70.0,0.0,0,0,0,0,0,Normal
5.5,9.0,3.0,90.0,4.0,0,0,0,0,0,Normal
4.3,8.0,1.4,60.0,4.0,0,1,0,1,0,Normal
7.4,3.0,2.0,30.0,1.0,0,0,0,0,0,Normal
7.3,9.0,3.0,10.0,5.0,0,0,0,0,0,Normal
6.1,2.0,4.7,90.0,4.0,0,0,0,0,0,Normal
4.4,3.0,2.3,60.0,6.0,0,0,0,0,0,Normal
6.4,7.0,5.7,100.0,2.0,0,0,0,0,0,Normal
6.4,1.0,11.3,10.0,0.0,1,1,1,3,1,Behavioral Anomaly
8.3,8.0,7.1,80.0,6.0,0,0,0,0,0,Normal
7.1,6.0,1.5,30.0,0.0,0,0,0,0,0,Normal
6.8,6.0,9.8,50.0,0.0,0,0,0,0,0,Normal
8.5,5.0,11.0,10.0,4.0,0,0,0,0,0,Normal
8.0,4.0,3.7,70.0,6.0,0,0,0,0,0,Normal
4.6,7.0,8.1,90.0,5.0,0,0,0,0,0,Normal
7.1,7.0,6.8,50.0,0.0,0,0,0,0,0,Normal
8.9,5.0,8.5,90.0,4.0,0,0,0,0,0,Normal
6.6,10.0,8.6,80.0,2.0,0,0,0,0,0,Normal
5.7,8.0,8.8,90.0,5.0,0,0,0,0,0,Normal
7.5,10.0,6.4,100.0,3.0,0,0,0,0,0,Normal
8.6,8.0,1.9,10.0,2.0,0,0,0,0,0,Normal
8.2,8.0,4.0,60.0,4.0,0,0,0,0,0,Normal
4.7,9.0,3.6,80.0,3.0,0,0,0,0,0,Normal
8.7,9.0,4.4,30.0,4.0,0,0,0,0,0,Normal
6.7,3.0,6.7,90.0,5.0,0,0,0,0,0,Normal
8.8,5.0,7.6,50.0,1.0,0,0,0,0,0,Normal
7.3,1.0,5.3,20.0,6.0,0,0,0,0,0,Normal
8.9,6.0,4.8,70.0,0.0,0,0,0,0,0,Normal
5.6,8.0,6.5,40.0,1.0,0,0,0,0,0,Normal
4.8,2.0,8.7,30.0,2.0,0,0,0,0,0,Normal
7.3,4.0,11.7,80.0,0.0,0,1,0,1,0,Normal
4.1,2.0,9.0,90.0,0.0,1,0,0,1,0,Normal
4.8,6.0,4.2,60.0,0.0,0,0,0,0,0,Normal
7.6,1.0,5.3,70.0,2.0,0,0,0,0,0,Normal
7.9,3.0,8.9,100.0,6.0,0,0,0,0,0,Normal
6.7,5.0,6.0,100.0,0.0,0,0,0,0,0,Normal
6.6,2.0,6.8,20.0,4.0,0,0,0,0,0,Normal
4.6,6.0,2.4,60.0,0.0,0,0,0,0,0,Normal
8.9,3.0,6.9,50.0,3.0,0,0,0,0,0,Normal
7.7,3.0,11.3,40.0,6.0,0,0,0,0,0,Normal
4.2,9.0,1.3,30.0,2.0,0,1,0,1,0,Normal
4.7,6.0,3.7,100.0,0.0,0,0,0,0,0,Normal
4.6,7.0,1.1,80.0,2.0,0,0,0,0,0,Normal
4.9,9.0,1.8,70.0,5.0,0,0,0,0,0,Normal
6.0,5.0,4.2,100.0,4.0,0,0,0,0,0,Normal
5.2,9.0,11.7,70.0,6.0,0,0,0,0,0,Normal
9.0,7.0,2.3,70.0,3.0,0,0,0,0,0,Normal
4.1,10.0,5.7,50.0,0.0,0,0,0,0,0,Normal
7.4,2.0,5.1,60.0,4.0,0,0,0,0,0,Normal
8.2,3.0,11.0,20.0,1.0,0,0,0,0,0,Normal
7.7,1.0,6.9,10.0,5.0,0,0,0,0,0,Normal
4.1,4.0,1.6,20.0,2.0,0,1,0,1,0,Normal
6.8,3.0,6.6,10.0,6.0,0,0,0,0,0,Normal
8.9,8.0,5.9,70.0,0.0,0,0,0,0,0,Normal
4.4,7.0,7.9,60.0,5.0,0,0,0,0,0,Normal
8.2,1.0,8.5,70.0,3.0,0,0,0,0,0,Normal
6.0,5.0,4.0,90.0,4.0,0,0,0,0,0,Normal
7.0,10.0,11.5,20.0,1.0,0,0,0,0,0,Normal
5.6,9.0,1.4,40.0,5.0,0,0,0,0,0,Normal
5.0,10.0,1.5,50.0,6.0,0,0,0,0,0,Normal
8.6,8.0,2.5,90.0,6.0,0,0,0,0,0,Normal
8.3,5.0,6.3,20.0,3.0,0,0,0,0,0,Normal
8.8,10.0,3.9,50.0,3.0,0,0,0,0,0,Normal
7.6,2.0,11.7,100.0,1.0,0,0,0,0,0,Normal
5.7,8.0,6.1,80.0,6.0,0,0,0,0,0,Normal
8.5,9.0,1.2,20.0,1.0,0,0,1,1,0,Normal
4.5,6.0,9.2,40.0,5.0,0,0,0,0,0,Normal
5.4,9.0,6.2,50.0,6.0,0,0,0,0,0,Normal
5.9,2.0,6.1,10.0,4.0,0,0,0,0,0,Normal
8.3,3.0,5.4,10.0,5.0,0,0,0,0,0,Normal
4.3,4.0,10.0,30.0,1.0,0,0,0,0,0,Normal
5.6,8.0,10.3,20.0,3.0,0,0,0,0,0,Normal
7.0,9.0,3.3,20.0,4.0,0,0,0,0,0,Normal
6.0,1.0,9.9,90.0,0.0,0,0,0,0,0,Normal
8.4,1.0,2.8,20.0,6.0,0,0,1,1,0,Normal
7.3,10.0,2.5,50.0,2.0,0,0,0,0,0,Normal
6.5,6.0,8.7,80.0,5.0,0,0,0,0,0,Normal
8.3,6.0,1.4,100.0,1.0,0,0,0,0,0,Normal
6.1,6.0,10.6,30.0,0.0,0,0,0,0,0,Normal
8.0,7.0,1.4,40.0,2.0,0,0,0,0,0,Normal
4.7,9.0,1.3,10.0,5.0,0,0,1,1,0,Normal
7.3,1.0,8.2,30.0,2.0,0,1,0,1,0,Normal
8.4,6.0,3.3,70.0,4.0,0,0,0,0,0,Normal
8.7,2.0,4.7,20.0,3.0,0,0,0,0,0,Normal
8.5,6.0,4.0,10.0,3.0,0,0,0,0,0,Normal
5.6,8.0,3.8,10.0,2.0,0,0,0,0,0,Normal
6.4,4.0,8.0,10.0,4.0,0,0,0,0,0,Normal
4.7,7.0,4.6,50.0,1.0,0,0,0,0,0,Normal
4.0,6.0,11.6,20.0,6.0,1,0,1,2,1,Behavioral Anomaly
6.3,4.0,10.1,20.0,3.0,0,0,0,0,0,Normal
5.0,7.0,6.1,20.0,1.0,0,0,0,0,0,Normal
6.2,7.0,1.1,50.0,4.0,0,0,0,0,0,Normal
5.7,2.0,7.2,70.0,5.0,0,0,0,0,0,Normal
7.4,2.0,5.2,80.0,1.0,0,0,0,0,0,Normal
4.4,7.0,3.0,70.0,1.0,0,0,0,0,0,Normal
5.0,1.0,1.9,50.0,5.0,0,0,0,0,0,Normal
7.3,4.0,4.1,90.0,3.0,0,0,0,0,0,Normal
8.4,6.0,8.1,10.0,2.0,0,0,0,0,0,Normal
4.3,3.0,10.3,100.0,3.0,0,0,0,0,0,Normal
6.3,1.0,11.4,30.0,5.0,0,0,0,0,0,Normal
4.3,9.0,7.7,40.0,6.0,0,0,0,0,0,Normal
6.7,3.0,3.3,100.0,1.0,0,0,0,0,0,Normal
5.7,8.0,8.2,10.0,2.0,0,0,0,0,0,Normal
8.4,2.0,4.2,30.0,6.0,0,0,0,0,0,Normal
6.3,7.0,11.1,10.0,4.0,0,0,0,0,0,Normal
8.0,1.0,4.6,50.0,6.0,0,0,0,0,0,Normal
6.7,4.0,7.8,10.0,4.0,0,0,0,0,0,Normal
5.3,6.0,4.0,50.0,0.0,0,0,0,0,0,Normal
8.0,1.0,1.9,60.0,0.0,0,0,0,0,0,Normal
5.2,3.0,10.5,40.0,1.0,0,0,0,0,0,Normal
4.9,3.0,11.7,10.0,3.0,0,0,0,0,0,Normal
6.5,4.0,9.6,20.0,5.0,0,0,0,0,0,Normal
4.4,10.0,10.7,80.0,1.0,0,0,0,0,0,Normal
6.2,6.0,1.9,80.0,6.0,0,0,0,0,0,Normal
6.5,10.0,6.2,20.0,2.0,0,0,0,0,0,Normal
5.7,4.0,10.6,70.0,4.0,0,0,0,0,0,Normal
7.7,10.0,1.4,40.0,5.0,0,0,0,0,0,Normal
5.4,7.0,3.9,80.0,1.0,0,0,0,0,0,Normal
5.8,1.0,4.0,70.0,1.0,0,0,0,0,0,Normal
4.3,4.0,4.1,100.0,3.0,0,1,0,1,0,Normal
4.4,2.0,5.6,80.0,0.0,0,0,0,0,0,Normal
4.3,6.0,11.1,10.0,1.0,0,0,0,0,0,Normal
5.0,5.0,2.9,80.0,0.0,0,0,0,0,0,Normal
4.8,4.0,8.3,40.0,0.0,0,0,0,0,0,Normal
8.2,8.0,11.5,30.0,1.0,0,0,0,0,0,Normal
8.1,5.0,5.3,40.0,5.0,0,0,0,0,0,Normal
8.8,9.0,2.7,50.0,5.0,0,0,0,0,0,Normal
6.4,6.0,10.1,70.0,3.0,0,0,0,0,0,Normal
4.5,10.0,12.0,50.0,4.0,0,1,0,1,0,Normal
6.4,3.0,4.4,40.0,2.0,0,0,0,0,0,Normal
8.2,3.0,8.8,30.0,1.0,0,0,0,0,0,Normal
4.4,5.0,1.1,40.0,6.0,0,1,0,1,0,Normal
5.7,9.0,8.1,50.0,5.0,0,0,0,0,0,Normal
8.3,5.0,11.3,40.0,4.0,0,0,0,0,0,Normal
6.0,4.0,10.9,10.0,1.0,0,0,0,0,0,Normal
7.4,9.0,3.9,90.0,0.0,0,0,0,0,0,Normal
6.4,9.0,8.5,50.0,1.0,0,0,0,0,0,Normal
7.8,4.0,10.6,60.0,0.0,0,0,0,0,0,Normal
6.7,2.0,6.0,80.0,3.0,0,0,0,0,0,Normal
4.0,10.0,5.3,70.0,6.0,1,1,0,2,1,Health-Risk
5.7,3.0,5.0,30.0,2.0,0,0,0,0,0,Normal
5.7,3.0,4.1,90.0,3.0,0,0,0,0,0,Normal
4.6,3.0,3.7,60.0,1.0,0,0,0,0,0,Normal
6.8,8.0,4.5,60.0,5.0,0,0,0,0,0,Normal
4.8,2.0,7.8,20.0,0.0,0,0,0,0,0,Normal
8.1,9.0,8.2,10.0,4.0,0,0,0,0,0,Normal
4.6,9.0,8.5,100.0,3.0,0,0,0,0,0,Normal
7.0,2.0,10.3,100.0,4.0,0,0,0,0,0,Normal
6.6,3.0,7.1,60.0,2.0,0,0,0,0,0,Normal
5.0,7.0,4.5,40.0,4.0,0,0,0,0,0,Normal
7.0,8.0,3.4,50.0,1.0,0,0,0,0,0,Normal
4.7,10.0,8.7,70.0,1.0,0,0,0,0,0,Normal
5.1,8.0,3.6,40.0,3.0,0,0,0,0,0,Normal
4.2,5.0,4.4,50.0,0.0,0,0,0,0,0,Normal
7.1,7.0,11.1,70.0,4.0,0,0,0,0,0,Normal
6.8,4.0,5.2,80.0,4.0,0,0,0,0,0,Normal
7.6,4.0,8.4,80.0,0.0,0,0,0,0,0,Normal
8.6,3.0,8.6,100.0,1.0,0,0,0,0,0,Normal
5.8,2.0,1.9,10.0,3.0,0,0,0,0,0,Normal
4.2,4.0,8.9,60.0,4.0,0,0,0,0,0,Normal
7.0,1.0,7.2,60.0,3.0,0,0,0,0,0,Normal
6.4,8.0,4.6,90.0,0.0,0,0,0,0,0,Normal
7.3,7.0,6.1,30.0,5.0,0,0,0,0,0,Normal
8.2,8.0,10.6,20.0,3.0,0,0,0,0,0,Normal
8.7,6.0,9.3,50.0,0.0,0,0,0,0,0,Normal
7.9,1.0,10.8,40.0,5.0,0,0,0,0,0,Normal
8.8,10.0,4.9,100.0,1.0,1,1,1,3,1,Behavioral Anomaly
7.7,8.0,3.0,60.0,0.0,0,0,0,0,0,Normal
4.5,10.0,2.9,90.0,4.0,0,1,0,1,0,Normal
8.1,7.0,9.8,10.0,1.0,0,0,0,0,0,Normal
8.3,5.0,8.1,30.0,6.0,0,0,0,0,0,Normal
7.7,8.0,4.2,90.0,0.0,0,0,0,0,0,Normal
7.9,6.0,10.7,30.0,3.0,0,0,0,0,0,Normal
5.0,7.0,2.2,20.0,6.0,0,0,0,0,0,Normal
5.1,10.0,9.4,80.0,1.0,0,0,0,0,0,Normal
5.4,5.0,11.6,80.0,1.0,0,0,0,0,0,Normal
5.5,5.0,1.8,50.0,1.0,0,0,0,0,0,Normal
5.3,4.0,2.2,60.0,3.0,0,0,0,0,0,Normal
4.7,8.0,3.6,10.0,5.0,0,0,0,0,0,Normal
6.1,4.0,11.0,60.0,0.0,0,0,0,0,0,Normal
7.1,10.0,9.8,50.0,0.0,0,0,0,0,0,Normal
7.4,10.0,1.3,100.0,4.0,0,1,0,1,0,Normal
6.3,1.0,5.9,30.0,3.0,0,0,0,0,0,Normal
8.9,2.0,2.8,20.0,5.0,0,0,0,0,0,Normal
7.2,7.0,8.3,100.0,3.0,0,0,0,0,0,Normal
8.6,10.0,2.8,50.0,5.0,0,0,0,0,0,Normal
8.9,6.0,7.5,70.0,4.0,0,0,0,0,0,Normal
8.0,1.0,3.8,60.0,4.0,0,0,0,0,0,Normal
7.4,3.0,1.8,90.0,0.0,0,0,0,0,0,Normal
4.8,10.0,6.1,80.0,4.0,0,0,0,0,0,Normal
8.6,6.0,6.4,20.0,2.0,0,0,0,0,0,Normal
4.1,3.0,5.0,20.0,1.0,0,0,0,0,0,Normal
8.5,6.0,6.1,40.0,5.0,0,0,0,0,0,Normal
5.4,9.0,6.4,80.0,4.0,0,0,0,0,0,Normal
6.2,6.0,8.9,90.0,4.0,0,0,0,0,0,Normal
4.9,9.0,2.8,100.0,0.0,0,0,1,1,0,Normal
4.4,2.0,9.3,50.0,1.0,0,0,0,0,0,Normal
7.7,2.0,2.3,10.0,6.0,0,0,1,1,0,Normal
7.0,2.0,2.5,60.0,0.0,0,0,0,0,0,Normal
7.1,9.0,7.5,60.0,6.0,0,0,0,0,0,Normal
6.0,1.0,9.6,90.0,3.0,0,0,0,0,0,Normal
5.8,1.0,9.8,90.0,4.0,0,0,0,0,0,Normal
7.1,5.0,5.1,90.0,1.0,0,0,0,0,0,Normal
4.8,4.0,5.9,20.0,1.0,0,0,0,0,0,Normal
5.3,2.0,7.4,90.0,6.0,0,0,0,0,0,Normal
7.3,3.0,6.7,30.0,4.0,0,0,0,0,0,Normal
8.6,10.0,7.8,20.0,0.0,0,0,1,1,0,Normal
7.8,10.0,3.4,80.0,3.0,0,0,0,0,0,Normal
5.0,4.0,11.1,70.0,2.0,0,0,0,0,0,Normal
6.4,5.0,9.1,90.0,1.0,0,0,0,0,0,Normal
8.8,10.0,9.4,70.0,0.0,0,1,0,1,0,Normal
5.0,8.0,4.6,90.0,2.0,0,0,0,0,0,Normal
6.9,3.0,10.4,30.0,0.0,0,0,0,0,0,Normal
7.0,6.0,6.5,10.0,1.0,0,0,0,0,0,Normal
6.7,6.0,7.6,20.0,0.0,0,0,0,0,0,Normal
6.1,4.0,10.6,40.0,2.0,0,0,0,0,0,Normal
4.8,2.0,9.4,70.0,0.0,0,0,0,0,0,Normal
8.3,7.0,10.8,30.0,5.0,0,0,0,0,0,Normal
6.8,5.0,6.7,90.0,0.0,0,0,0,0,0,Normal
5.8,6.0,1.3,100.0,2.0,0,0,0,0,0,Normal
5.5,3.0,5.0,100.0,0.0,0,0,0,0,0,Normal
6.8,6.0,8.4,80.0,4.0,0,0,0,0,0,Normal
6.6,9.0,11.3,60.0,6.0,0,0,0,0,0,Normal
5.4,2.0,6.8,60.0,6.0,0,0,0,0,0,Normal
4.6,10.0,3.8,90.0,2.0,0,0,0,0,0,Normal
6.0,5.0,9.7,70.0,5.0,0,0,0,0,0,Normal
7.3,10.0,10.6,80.0,1.0,0,0,0,0,0,Normal
7.0,2.0,5.3,30.0,3.0,0,0,0,0,0,Normal
6.2,8.0,2.1,80.0,6.0,0,0,0,0,0,Normal
6.7,8.0,4.2,100.0,5.0,0,0,0,0,0,Normal
7.9,4.0,5.4,10.0,5.0,0,0,0,0,0,Normal
5.3,3.0,8.0,10.0,3.0,0,0,0,0,0,Normal
6.3,7.0,1.6,10.0,6.0,0,0,0,0,0,Normal
8.1,8.0,3.2,40.0,4.0,0,0,0,0,0,Normal
4.2,1.0,11.3,20.0,1.0,1,0,1,2,1,Behavioral Anomaly
7.9,6.0,11.9,20.0,3.0,0,0,0,0,0,Normal
5.0,3.0,11.8,50.0,5.0,0,0,0,0,0,Normal
8.0,5.0,9.3,90.0,2.0,0,0,0,0,0,Normal
5.2,7.0,2.5,60.0,5.0,0,0,0,0,0,Normal
4.2,8.0,10.7,10.0,6.0,1,0,1,2,1,Health-Risk
4.8,4.0,4.4,10.0,5.0,0,0,0,0,0,Normal
4.9,10.0,11.6,10.0,6.0,1,1,1,3,1,Health-Risk
8.4,5.0,9.5,80.0,5.0,0,0,0,0,0,Normal
7.2,10.0,1.2,90.0,6.0,1,0,1,2,1,Behavioral Anomaly
6.5,2.0,6.8,30.0,3.0,0,0,0,0,0,Normal
8.0,10.0,1.3,100.0,6.0,1,0,1,2,1,Behavioral Anomaly
7.9,5.0,5.6,80.0,0.0,0,0,0,0,0,Normal
6.2,5.0,2.9,30.0,2.0,0,0,0,0,0,Normal
8.1,6.0,9.7,50.0,6.0,0,0,0,0,0,Normal
7.5,3.0,9.8,80.0,6.0,0,0,0,0,0,Normal
8.3,3.0,9.1,60.0,6.0,0,0,0,0,0,Normal
7.1,3.0,4.9,10.0,5.0,0,0,0,0,0,Normal
5.8,3.0,9.7,100.0,2.0,0,0,0,0,0,Normal
5.4,4.0,2.8,20.0,3.0,0,0,0,0,0,Normal
4.9,9.0,6.2,10.0,5.0,0,0,0,0,0,Normal
4.7,3.0,7.6,10.0,1.0,0,0,0,0,0,Normal
7.3,2.0,3.9,80.0,1.0,0,0,0,0,0,Normal
6.4,7.0,1.6,60.0,3.0,0,0,0,0,0,Normal
4.5,7.0,8.5,30.0,4.0,0,0,0,0,0,Normal
8.9,5.0,10.7,80.0,0.0,0,0,0,0,0,Normal
4.1,10.0,4.6,20.0,4.0,0,1,0,1,0,Normal
6.0,6.0,11.8,70.0,0.0,0,0,0,0,0,Normal
6.1,9.0,10.8,70.0,3.0,0,0,0,0,0,Normal
4.6,8.0,8.2,40.0,2.0,0,0,0,0,0,Normal
8.4,7.0,11.3,10.0,5.0,0,0,0,0,0,Normal
8.8,1.0,1.6,80.0,4.0,0,0,0,0,0,Normal
8.5,9.0,2.1,80.0,1.0,0,0,0,0,0,Normal
6.4,6.0,10.0,10.0,3.0,0,0,0,0,0,Normal
6.6,3.0,9.2,80.0,0.0,0,0,0,0,0,Normal
4.9,4.0,8.6,90.0,4.0,0,0,0,0,0,Normal
4.4,1.0,4.1,40.0,3.0,0,0,0,0,0,Normal
7.2,7.0,5.8,50.0,0.0,0,0,0,0,0,Normal
6.2,10.0,3.9,30.0,3.0,0,0,0,0,0,Normal
8.6,1.0,9.8,100.0,1.0,1,0,1,2,1,Behavioral Anomaly
4.4,4.0,5.5,60.0,3.0,0,0,0,0,0,Normal
7.3,3.0,8.9,40.0,6.0,0,0,0,0,0,Normal
7.3,3.0,4.4,50.0,6.0,0,0,0,0,0,Normal
8.9,10.0,2.9,30.0,5.0,0,0,0,0,0,Normal
6.2,1.0,10.4,60.0,0.0,0,0,0,0,0,Normal
6.3,7.0,8.6,50.0,6.0,0,0,0,0,0,Normal
4.1,3.0,4.8,50.0,1.0,0,0,0,0,0,Normal
6.3,1.0,6.9,90.0,2.0,0,0,0,0,0,Normal
5.6,5.0,11.1,80.0,4.0,0,0,0,0,0,Normal
7.0,9.0,1.9,100.0,1.0,0,0,0,0,0,Normal
8.2,1.0,11.5,90.0,0.0,1,0,1,2,1,Behavioral Anomaly
8.4,7.0,6.3,10.0,3.0,0,0,0,0,0,Normal
8.9,3.0,11.1,70.0,0.0,1,1,0,2,1,Behavioral Anomaly
8.9,3.0,6.5,10.0,6.0,0,1,1,2,1,Behavioral Anomaly
4.4,8.0,1.2,40.0,3.0,0,0,0,0,0,Normal
7.7,9.0,3.1,30.0,4.0,0,0,0,0,0,Normal
7.6,2.0,4.6,70.0,4.0,0,0,0,0,0,Normal
7.5,6.0,10.5,100.0,4.0,0,1,0,1,0,Normal
4.6,5.0,2.7,10.0,0.0,0,0,0,0,0,Normal
6.4,8.0,1.4,50.0,4.0,0,0,0,0,0,Normal
4.6,8.0,2.1,20.0,3.0,0,0,0,0,0,Normal
8.7,7.0,8.6,20.0,0.0,0,0,0,0,0,Normal
4.1,5.0,6.0,70.0,3.0,0,0,0,0,0,Normal
7.2,6.0,8.0,20.0,3.0,0,0,0,0,0,Normal
6.9,3.0,2.4,70.0,6.0,0,0,0,0,0,Normal
5.9,10.0,2.3,100.0,2.0,0,0,0,0,0,Normal
4.3,9.0,4.3,50.0,6.0,0,0,0,0,0,Normal
4.9,5.0,1.9,30.0,6.0,0,0,0,0,0,Normal
6.4,1.0,5.8,50.0,6.0,0,0,0,0,0,Normal
4.8,3.0,1.3,10.0,1.0,0,1,0,1,0,Normal
6.3,1.0,6.7,20.0,0.0,0,0,0,0,0,Normal
8.3,9.0,7.0,90.0,5.0,0,0,0,0,0,Normal
6.3,7.0,1.4,40.0,2.0,0,0,0,0,0,Normal
8.0,1.0,6.6,20.0,1.0,0,0,0,0,0,Normal
8.8,4.0,2.9,80.0,4.0,0,0,0,0,0,Normal
4.7,7.0,3.4,20.0,2.0,0,0,0,0,0,Normal
5.7,3.0,8.3,30.0,0.0,0,0,0,0,0,Normal
8.9,6.0,1.5,90.0,4.0,0,0,0,0,0,Normal
8.6,10.0,3.0,70.0,0.0,0,0,0,0,0,Normal
4.3,8.0,5.6,90.0,5.0,0,0,0,0,0,Normal
6.0,5.0,2.7,90.0,6.0,0,0,0,0,0,Normal
7.0,2.0,9.7,100.0,0.0,0,0,0,0,0,Normal
7.4,3.0,7.6,40.0,1.0,0,0,0,0,0,Normal
4.2,8.0,11.6,30.0,2.0,0,0,0,0,0,Normal
5.5,5.0,1.9,30.0,3.0,0,0,0,0,0,Normal
6.2,2.0,9.0,30.0,1.0,0,0,0,0,0,Normal
8.0,4.0,3.4,80.0,4.0,0,0,0,0,0,Normal
6.0,10.0,9.3,70.0,1.0,0,0,0,0,0,Normal
8.6,7.0,2.3,100.0,2.0,0,0,0,0,0,Normal
4.4,4.0,11.0,30.0,0.0,0,0,0,0,0,Normal
6.3,1.0,10.1,50.0,1.0,0,0,0,0,0,Normal
7.6,10.0,10.0,60.0,3.0,0,0,0,0,0,Normal
5.0,9.0,9.5,20.0,3.0,0,0,0,0,0,Normal
8.5,7.0,4.5,20.0,5.0,0,0,0,0,0,Normal
6.2,6.0,6.6,100.0,4.0,0,0,0,0,0,Normal
8.9,2.0,11.1,30.0,3.0,0,0,0,0,0,Normal
4.5,8.0,7.0,20.0,2.0,0,0,0,0,0,Normal
5.5,8.0,3.0,30.0,1.0,0,0,0,0,0,Normal
8.7,10.0,3.5,80.0,0.0,0,0,1,1,0,Normal
4.8,1.0,10.5,80.0,0.0,0,0,0,0,0,Normal
8.8,4.0,3.1,70.0,1.0,0,0,0,0,0,Normal
8.4,1.0,6.9,80.0,2.0,0,0,0,0,0,Normal
7.3,9.0,10.8,20.0,0.0,0,0,0,0,0,Normal
4.3,8.0,9.5,40.0,6.0,0,0,0,0,0,Normal
7.5,4.0,3.8,30.0,0.0,0,0,0,0,0,Normal
4.4,9.0,11.4,90.0,6.0,1,0,1,2,1,Health-Risk
6.6,5.0,3.4,100.0,1.0,0,0,0,0,0,Normal
4.7,5.0,2.9,100.0,1.0,0,0,0,0,0,Normal
6.7,8.0,5.2,50.0,2.0,0,0,0,0,0,Normal
5.2,4.0,4.4,70.0,0.0,0,0,0,0,0,Normal
6.8,4.0,7.9,20.0,2.0,0,0,0,0,0,Normal
6.2,2.0,1.3,30.0,0.0,0,0,0,0,0,Normal
6.2,10.0,5.5,50.0,1.0,0,0,0,0,0,Normal
8.7,10.0,3.7,40.0,4.0,0,0,0,0,0,Normal
4.8,2.0,4.9,20.0,1.0,0,0,0,0,0,Normal
5.5,2.0,8.4,60.0,6.0,0,0,0,0,0,Normal
7.6,10.0,6.8,90.0,5.0,0,0,0,0,0,Normal
6.4,5.0,7.7,100.0,4.0,0,0,0,0,0,Normal
6.3,7.0,6.6,40.0,0.0,0,0,0,0,0,Normal
7.3,6.0,2.6,40.0,0.0,0,0,0,0,0,Normal
7.3,7.0,4.6,70.0,6.0,0,0,0,0,0,Normal
6.0,5.0,8.7,90.0,4.0,0,0,0,0,0,Normal
5.8,1.0,10.6,40.0,4.0,0,0,0,0,0,Normal
5.7,5.0,5.9,10.0,1.0,0,0,0,0,0,Normal
6.2,8.0,5.4,60.0,6.0,0,0,0,0,0,Normal
6.3,9.0,5.6,60.0,2.0,0,0,0,0,0,Normal
